conversation_id,conv_indx,tweetId,content,userId
1027702288587137026,14,1027705032744083457,Southampton (14th) : Scraped survival last season but should be more comfortable this season. Elyounoussi + Vestergaard are good additions. 7/10 https://t.co/UW0dgNvGXm,909192793960087554
1027702288587137026,15,1027705164613017601,Newcastle (15th) : Rafa Benetiz is a great coach and they should survive comfortably. Lots of solid additions 7/10. https://t.co/xg5kxLuFbV,909192793960087554
1027702288587137026,16,1027705339070894086,Bournemouth (16th) : Eddie Howe is a solid manager and they’re team is reasonably solid. They have goals in King and Wilson. Lerma looks to be a solid addition. 5/10. https://t.co/ziBinxYtra,909192793960087554
1027702288587137026,17,1027705462693785600,Watford (17th) : Gracia will be first sacked and will struggle. Chalobah is a baller and still love him. Some fairly standard additions and Delefeu on a permanent is good. 5.5/10 https://t.co/gzMvkfgkuy,909192793960087554
1027702288587137026,18,1027705592440344586,Brighton (18th) : Brighton is an interesting one because they surprised last season but they will struggle this season. They have made decent signings in Jahanbakhsh and Montoya and added everywhere. 7.5/10 https://t.co/5HCF8eEpq4,909192793960087554
1027702288587137026,19,1027705710086369281,Huddersfield (19th) : Wagner masterclass last season but a bit of a fluke. Made some ok signings but not enough to stay up. 3/10 https://t.co/hNBbXdYRjz,909192793960087554
1027702288587137026,20,1027705822615416835,Cardiff (20) : Surprised they were promoted in the first place. Should struggle. Nothing major in the window. 2.5/10 https://t.co/aGcmrlaCt3,909192793960087554
1027702288587137026,21,1027706116006928385,End of thread,909192793960087554
1027702280634740736,0,1027702280634740736,"HAPPY BIRTHDAY HITBLUE!!! The countdown is over and HitBlue is 1 years old! WOW, time to take in all those games we've played so far! Birthday stream is starting today at 9-10am and ending at around 6pm. Perfect time for you to watch the #PremierLeague after ;) #twitch #hitblue https://t.co/JgG96iyVRd",895962638592749573
1027702280634740736,1,1027702282803204097,"It would be great for any newcomers to join as well because it is the start of a new chapter for this channel. Hope everybody enjoys the entire stream, hope everyone enjoys their day and hope everyone is excited for #MUNLEI",895962638592749573
1027702123797114880,0,1027702123797114880,If you're still dealing with #WorldCup withdrawal...take heart. Tomorrow is the opening night of the Premier League. Leicester vs Man U. Off you go then. #ThursdayThoughts,27931710
1027702123797114880,1,1027704995917914112,@cbctom I can’t see anyone winning the EPL other than City. Liverpool need to stay lucky with injuries; Utd and Chelsea appear to be in some turmoil; not sure if Spurs have enough to get over the line; Arsenal will be settling in with the new boss. Wolves should be fun to watch.,878086126552006656
1027702123797114880,2,1027705671184261120,@SiTurn62 Good assessment Simon...my Reds will challenge City and dont seem intimidated by them. Man U is a big question mark,27931710
1027702123797114880,3,1027705093892833280,@cbctom German Bundesliga won’t start for another two weeks (but then they had a match on July 15 in mind not knowing they’d be eliminated 18 days earlier). All the better....,31342044
1027702123797114880,4,1027705945315364864,@cbctom My son is so excited for it to start.   #PremierLeague,3310537599
1027702123797114880,5,1027727785056333824,"@cbctom Forgot to allow for the new Reds goalie. Things really tightened up with the arrival of VVD; Allison should remove all lingering doubts.
Reds vs City (Oct6), City vs Reds (Jan1)....oh baby",878086126552006656
1027702123797114880,6,1027728676711030784,@SiTurn62 Know what I’m doing New Years Day - if I can get up. 😵,27931710
1027702123797114880,7,1105301254941552640,"@cbctom Hi Tom 
I just tripped over this thread looking for something else. 
8 games left, 1 point in it...the Reds have Spurs and Chelsea at Anfield, but City have to go to Old Trafford. How conflicted will you be cheering for Utd?!",878086126552006656
1027702018130042880,30,1028055575987466241,@gabrieljose_e @Curiosidades_PL @maurocezar @_paulo_andrade_ @silvioluiz @jorgenicola @lbertozzi @mariomarra @everaldomarques @rogeriovaughan @richarlison97 @b_10duarte @RedeTV Show.,801250536251125760
1027686781792202752,0,1027686781792202752,"Take me on at Telegraph Fantasy Football. Pick a team and join my #BristolCity league. £5 entry, all fees paid in  prizes.
Who’s picking @bobbyreid93 as a midfielder...? 
https://t.co/LLOnbphUHw Passcode:1897",19420925
1027686781792202752,1,1027701927772073989,@BilboBaggins05 @TheExiledRobin @bobbyreid93 He's gone straight into my Sky Sports &amp; Premier League FF teams.,4870741240
1027686781792202752,3,1027702965040238592,@lynas_andrew @BilboBaggins05 @bobbyreid93 @officialcwood @joebryan @YannickBolasie @Cunningham_17 @TomHeatonGK @tammyabraham It’s a shame I can’t go 5-2-3 as then @CauleyWoodrow could replace ‘possible future signing’ McQueen,19420925
1027701798868410368,0,1027701798868410368,"PREMIER LEAGUE FOOTBALL IS BACK TODAY

LETS GOOOOOOOOOO",1318651591
1027701798868410368,1,1027702069984018435,"Like the start of last season it’s an away game for Leicester City on a Friday night
Manchester United vs Leicester City to kick off the Premier League season",1318651591
1027701742312583169,0,1027701742312583169,"My premier league prediction.
1. Liverpool 
2. Man City
3. Arsenal
4. Chelsea
5. Spurs
6. Wolves
7. Man Utd
8. West Ham
9. Everton
10. Palace
11. Leicester
12. Burnley
13.  Fulham
14. Newcastle
15. Watford
16. Bournemouth 
17. Brighton
18. So’ton
19. Huddersfield
20. Cardiff",1431451352
1027701742312583169,1,1027801231014723584,@harrysym0nds I don’t think we will have a good season either but Wolves to finish above us? Come on Harry. I know they’re expected to do well and made some mad signings but don’t be surprised if they struggle,243219409
1027701742312583169,2,1027847830612992001,"@Ghaffers I doubt they will but there’s no point being safe with predictions, that’s just boring. Thought I’d be a bit out there with a couple of them.",1431451352
1027701332667506693,0,1027701332667506693,"This friday is the best friday last last

Premier league

Bet9ja

JOLAG2 🔥🔥

Nwa baby",3374516459
1027701332667506693,1,1027701622204448768,@_deoluu Why bet9ja dey there? 😕,433973367
1027701332667506693,2,1027701886739206144,@Ethelbert_ You don't know 😂,3374516459
1027701332667506693,3,1027704156553928710,"@_deoluu Guy abeg drop ,game for me",722023244
1027701332667506693,4,1027702170102243328,@_deoluu Bastards done chop my money tire 😭,433973367
1027701332667506693,5,1027702250767089669,@Ethelbert_ Lmfaooo,3374516459
1027701219228377088,0,1027701219228377088,Best goal in premier league history,305219158
1027701219228377088,2,1028649298731446273,@keeeeeelin I could be fed that ball 100x with no defenders or keeper and still not get that touch once.,305219158
1027700691287126016,0,1027700691287126016,Premier League predictions: Lawro v Inbetweeners star Joe Thomas on opening weekend #BHAFC https://t.co/MOu7QLUk1n,3392665553
1027700691287126016,1,1027710756454899714,@BHAFC_TT Both are 💩,521305193
1027700691287126016,2,1027761366613090306,@BHAFC_TT What a load of shite - a Spurs fan reckons #bhafc will get beat 5-0 by Watford? WTF?,374765279
1027700399497768960,0,1027700399497768960,My 2018/19 Premier League prediction https://t.co/jazx8XbJmg,2887529380
1027700399497768960,1,1121320952900485121,@JasperBevis11 Can’t believe u thought Man U would come 4th🤣,4526689703
1027700399497768960,2,1121321182404534272,@benshiolou12 Can’t believe I thought Fulham would be 10th,2887529380
1027700399497768960,3,1121357039530278912,@JasperBevis11 Mine went a little something like that https://t.co/em7SxtIBEm,1042839217641021440
1027700399497768960,4,1121390406401449987,@JoshMulhern We had the same bottom 3🤷🏻‍♂️,2887529380
1027700399497768960,5,1121321295965237248,@JasperBevis11 😳😳😳I didn’t even clock that,4526689703
1027700399497768960,6,1121321428622745601,@benshiolou12 100 million spent so I gassed them,2887529380
1027700399497768960,7,1121322039254683648,@JasperBevis11 They done a qpr,4526689703
1027700399497768960,8,1121322759286607872,"@benshiolou12 Nah worse, 100 million uno",2887529380
1027700082114809856,0,1027700082114809856,PREMIER LEAGUE IS BACK BOOOIIIIII,4316471315
1027700082114809856,1,1027700919910191105,@Lois_1975 I'm supposed to watch...LFC right?,984630941858586626
1027700082114809856,2,1027701014474969088,@For10Years1975 If you don’t we can’t be friends 😝😝,4316471315
1027700082114809856,3,1027701907618455554,@For10Years1975 @Lois_1975 yes now kelsey,3432800524
1027700082114809856,4,1027704813243564034,"@ameliafbedford @Lois_1975 I am LFC's new biggest fan!!!!⚽️💪💪🔥🔥🔥 (plus also Messi and di Maria sometimes, bc I just love Argentina too 🇦🇷🇦🇷🇦🇷)",984630941858586626
1027700028020846592,8,1027916025558429697,"@DetrasDelArco16 🏆 Manchester City
❌ Cardiff, Bournemouth, Southampton
😍 Fulham
🆙 Ruben Neves
🔝 Keita
👎 Fred",709495447
1027699938551988224,0,1027699938551988224,"Fantasy premier league draft tonight. I’m probably doing a thread on my teams progress throughout the season. If you don’t like soccer, and haven’t unfollowed/muted me yet, now would be the time",1626366576
1027699938551988224,1,1027768308244705280,Your future Copa de Plebes champions. Time to work https://t.co/hymRWBx833,1626366576
1027699938551988224,2,1028477740062670848,Strong start to match day 1. Massive performances by @CallumWilson and @richarlison97 to really put me in a strong position going into Sunday. Long may it continue https://t.co/JYTkQGlU8H,1626366576
1027699938551988224,3,1028775496656412673,A brace by sadio mane and a goal by raheem Sterling bring in 20 points on super Sunday and  help Jorgenius FC to a match day 1 victory. On to next week😎 https://t.co/OFIGeDqg4T,1626366576
1027699938551988224,4,1031647113350852608,"Much tougher match day 2. Shoutout to @andrewrobertso5 and sadio mane for coming up clutch. Two wins in a row now, on to next week😎 https://t.co/4l1UElhdN8",1626366576
1027699938551988224,5,1034199821899390977,"The unbeaten start comes to an end. Can’t win them all I guess. 3rd red card in two weeks; it would be nice if my players could stay on the field. Oh well, on to next week https://t.co/1ESAcJr7m7",1626366576
1027699938551988224,6,1036358714192580609,Back on track. Solid week from the whole squad. The red card streak is over too😎 https://t.co/17RIiXTuV7,1626366576
1027699938551988224,7,1042222609197199360,Tough week. Congrats to @shaulino1 representing @Los_Disidentes proudly. At least all the suspensions are over. Roll on to next week https://t.co/jU24E0HA6j,1626366576
1027699938551988224,8,1044025421824614400,Back in the win column. Nice to end someone else’s winning streak too. Good to have @richarlison97 back as well. On to next week😎 https://t.co/yvFRTi8gqI,1626366576
1027699938551988224,9,1047577863111602176,Another 3 points on the board. Slowly but surely beginning to climb up the table. Shoutout to @CallumWilson and @vardy7 for coming making the difference this week. On to next week https://t.co/p6RUcvpDSZ,1626366576
1027699938551988224,10,1049165271536025600,6 wins from 8 now. One point off top spot. Good to see @richarlison97 on the scoresheet again. S/O to @mattdoherty20 and @CallumWilson as well for the clutch performances. Onwards and upwards💪🏾 https://t.co/JbgjAgMetU,1626366576
1027699938551988224,11,1055621189333184513,"It wasn’t to be this week. Looking forward to a week 12 rematch and a bit of revenge. Oh well, on to gameweek 10 https://t.co/Ww3FczwWs8",1626366576
1027699938551988224,12,1057077630971764736,Back on track. Huge shoutout to @CallumWilson for another incredible week. 21 points from 10 weeks isn’t too bad. On to next week😎 https://t.co/LKpibU0ho7,1626366576
1027699938551988224,13,1059673879453417473,"Another week, another win. 8-3-0 on the season now. Clutch performances from @sterling7 and @richarlison97 came in handy. Top of the league now, hopefully I’ll still be there in May. On to next week😎 https://t.co/rsjGN4f21D",1626366576
1027699938551988224,14,1065193479972839424,9-3-0 on the season. Not too bad after starting 3-2. Can next weekend come quicker? https://t.co/bTTqq12Sav,1626366576
1027699938551988224,15,1069950820689502208,5 wins in a row now and 8 wins from 9. The work continues. On to matchweek 15 https://t.co/mYvfuRlOHo,1626366576
1027699938551988224,16,1070465416705658880,The winning run comes to and end😔. Glad to see you still holding it down @CallumWilson onto the weekend👊🏾 https://t.co/XxA2ZxJWji,1626366576
1027699938551988224,17,1159966042354880512,Back for another season (went on a man city-esque winning run to win the league last season). Will be more committed to the thread this time,1626366576
1027699938551988224,18,1159966248995708928,We go again✊🏾 https://t.co/uHzmy7zOjN,1626366576
1027699938551988224,19,1160675953720221696,Off to a winning start. It’s a shame chelsea had to fall apart or this would feel much better. On to next week✌🏾 https://t.co/ooyJ404xTY,1626366576
1027699938551988224,20,1163615494886137857,Top of the pile. Maybe another streak starting?🤔 https://t.co/pTvYRc6bZ0,1626366576
1027699938551988224,21,1165745642846556161,"3 wins from 3. Early days, but leading is always better than chasing. Not great from the team this week but 3 points is 3 points. We’ll be better next week🤞🏿 https://t.co/dwBtf7On02",1626366576
1027699938551988224,22,1168263716418121728,The winning start continues. A few injuries to the break comes at a good time. Always nice to see the gap widen at the top. Back in a few weeks✌🏾 https://t.co/XtQPxjQ6ER,1626366576
1027699938551988224,23,1175067751095791617,The unbeaten start ends😪. A missed opportunity for sure https://t.co/04ZUgJZr8y,1626366576
1027699938551988224,24,1176299954270162946,Back to winning ways. The gap grows to 5. Time to stack some more wins🤘🏾 https://t.co/iyABtdGi1T,1626366576
1027699938551988224,25,1179104069538865153,6 wins from 7. Come back soon please @AnthonyMartial https://t.co/O6xbxscaAY,1626366576
1027699938551988224,26,1027765626511577088,@Petros_filios8 I wanted to play 🙄,754449627361927168
1027699938551988224,27,1027768131773558785,@edugarcia_01 You got relegated after last season😂,1626366576
1027699938551988224,28,1027770213167652864,@Petros_filios8 Our league name&gt;,487102020
1027699938551988224,31,1034209861217579009,@Petros_filios8 Smh Pete my team blew this week,487102020
1027699938551988224,32,1034213873232928768,@shaulino1 It's a long season don't worry we'll bounce back👍🏽,1626366576
1027699938551988224,33,1042222765007265792,"@Petros_filios8 @Los_Disidentes Tough match vs you always, 🤝",487102020
1027699938551988224,34,1042222953402757120,@shaulino1 @Los_Disidentes Good luck for the rest of the season. Please beat Sergio for the sake of the league,1626366576
1027699938551988224,35,1055599178301136896,@Petros_filios8 @richarlison97 @mattdoherty20 @CallumWilson Nice little roll LAbrongeles is on. Took down 2 of the top 3 teams. Big shout out to Pickford with the pk save. Ozil.. CRACK. Week 9 was a success. Onward we go.,49758922
1027699938551988224,36,1055599311088574464,@_GZMN1122 @richarlison97 @mattdoherty20 @CallumWilson You’re not hijacking my thread fam,1626366576
1027699938551988224,38,1159971497156308992,@t_pereira15 We move brother https://t.co/q4akBKrtfa,1626366576
1027699938551988224,39,1027768806431571968,@Petros_filios8 Don’t sleep on me this time haha 😂,754449627361927168
1027699689091682304,0,1027699689091682304,Goodnight everyone... premier league begins tomorrow. Looking forward to it since Hazard has decided to stay. #CFC https://t.co/eCvQ6IKQXg,714475590
1027699689091682304,1,1028029356822736896,@iSameeeraG Can still sell :p,55530012
1027699689091682304,3,1028029974538866688,@iSameeeraG Wo tou pta nahi but apparently transfer window is still open for selling. Anees ko baich do,55530012
1027699689091682304,5,1028031433800146944,@haarisgh And yes transfer window for selling is open as Italy ki transfer window for buying is opened till 14th and Spain ki till 31st August,714475590
1027699689091682304,6,1028031697269477383,@iSameeeraG Lol united should sell all the kachra they have gathered over the years. Darmian Smalling Rojo,55530012
1027699635702386688,0,1027699635702386688,"Premier League Predictions

1. Man City (money buys wins)
2. LFC 
3. Chelsea 
4. Spurs
5. Arsenal 
6. Burnley 
7. Man U",326004328
1027699635702386688,1,1027705051924652032,@Scotty_STK You have us at 7...,3316419030
1027699635702386688,2,1027727436358840320,@Scotty_STK Man Utd surely higher than 6th. #TFG https://t.co/DZlz4dTeC5,3261644693
1027699635702386688,3,1027790648383086594,@WTredway16 They didn’t spend that much lately tbh,326004328
1027699632535687169,0,1027699632535687169,"Let’s move on from the lack of signings. Enough of this negativity, let’s get behind the lads. The Premier League is back! Come on United! #mufc https://t.co/ADYkok2u4j",2158574411
1027699632535687169,1,1027700887328841728,@Keith_Mwandia I swear if you guys don't get behind the team but continue listen to pundits you will ride the same rollercoaster Arsenal fans jumped on #MourinhoOut,917090295526895616
1027699632535687169,2,1027761245036924928,@Mumeszckowski Lol that can never happen!!! We are Manchester United 🔴🔴 💪,2158574411
1027699599442685952,0,1027699599442685952,"It's matchday! 

Finally 🙌

#PLkickoff https://t.co/yUIt8kmhxr",343627165
1027699599442685952,1,1027699832868220930,@premierleague YAAAAASSSS FINALLY!!!!!!!!!,3401174763
1027699599442685952,2,1027700188503269376,@premierleague Leicester are playing too lads... 🤔 https://t.co/cm3gzhcOKQ,944532098
1027699599442685952,5,1027700801731526657,@premierleague Unreal to see Bale crossing for Alderweireld to nod down so Godin can tap in! Should be a classic!,160630430
1027699599442685952,11,1027699995993157632,"@premierleague Manchester United Football Club 

♻️ #GlazersOUT ♻️#EdWoodwardOUT ♻️ 

#MUFC #LUHG #GGMU",526935565
1027699599442685952,13,1027700547485425666,@premierleague @BrianStrong1 @JayThack13 @therealhilp who wants their money tripled?,1953178729
1027699599442685952,14,1027700850855174144,@luca_buzzeo @premierleague @alexforemann That was literally nothing like u demonstrated,2179914508
1027699599442685952,15,1027714157259448320,@kai_solarski_ @premierleague 2-1 Leicester,752247204870512640
1027699599442685952,18,1027703250475048961,"@GoonerRobbie @premierleague Arsenal has quality players this season and I think Arsenal can go far this year. Goodluck for facing City, mate.",1027680896982249472
1027699599442685952,19,1027700128461807616,@premierleague L for Leicester.,507061653
1027699599442685952,21,1027700475662147584,@premierleague Red Devil’s ❤️,1025039699881193472
1027699599442685952,22,1027700784304152577,@premierleague Waiting is over🔥 #PL is back,1002330595505115137
1027699599442685952,23,1027700861840121856,@premierleague Mourinho right now is aLready riding the autobus to old trafford to play against a champion team,2586420126
1027699599442685952,24,1027701007537590272,"@premierleague He just caught a 150 lb Mata, what a beauty.",555505724
1027699599442685952,25,1027701363684323328,@premierleague I can't wait to see leceister city do big things against man United,877181832898465795
1027699599442685952,26,1027702512969822210,@premierleague Go to sleep 😂😂,995684811674128388
1027699599442685952,27,1027702631572144128,@premierleague who’s playing,2919873195
1027699599442685952,30,1027704064426106880,"@premierleague Pogba to barca 
What do you do ?",3179287703
1027699599442685952,32,1027707523355291649,@premierleague I’m all the way up Moreno can’t stop me I’m all the up,49310650
1027699599442685952,33,1027805913955020800,@rickyotv1 @premierleague It's gonna be a bore 0-0 draw,280428246
1027699599442685952,35,1027710110657732610,@premierleague the best league in the world with fans supporting the same team every year unlike some I mean some other league fans who change teams when the star players leave 😂😂,941345438195580928
1027699599442685952,36,1027711023162306560,@premierleague Yayy https://t.co/0p7zUkqxwb,941662294827704320
1027699599442685952,37,1027711960962543616,@premierleague C'MONNNNNN UNITED!!!!!!!,994604587058368513
1027699599442685952,38,1027712507715178502,@premierleague This celebration was annoying and sweet,121265140
1027699599442685952,39,1027716421772632064,@premierleague @salah150692 More like... https://t.co/ZdpbiSfTk1,952286541820383234
1027699599442685952,40,1027716986724384768,@premierleague Cool!!! Just Have Fun Guys!!!,1027698906082287616
1027699599442685952,41,1027718981799604225,@premierleague @premierleague is Not Ready for This Trio💪 https://t.co/3LEePRsPaK,1017012328833929216
1027699599442685952,42,1027719843401879553,@DonSarri @premierleague lets hope they gonna dominate every side we play against,2535244657
1027699599442685952,44,1027722850545876992,@premierleague Won't be dancing when Liverpool and city smash them,193321633
1027699599442685952,46,1027724947123265536,@premierleague @salah150692 Come on 🦊,3258978506
1027699599442685952,47,1027728933855408128,@premierleague Manchester united,766194082867806208
1027699599442685952,48,1027730684172021760,@premierleague Neutral here buzzin for it,778716632696786944
1027699599442685952,49,1027731943671193600,@premierleague YAAAAAAAAAH FINALLY 🙌🔴 https://t.co/sTuzvPUGY9,227464426
1027699599442685952,50,1027735124497100800,@premierleague we missed you :-),859410696429293574
1027699599442685952,52,1027744464943636491,@premierleague we're in it,2375633816
1027699599442685952,54,1027761600537608193,@premierleague @hm_vocal this where we renew our rivalry in otherwise ok-ok types friendship https://t.co/8HSoY9nazP,64314764
1027699599442685952,56,1027763834017206272,@premierleague ManU does not deserve Pogba they should have released him. He needs to hold champions League!,1016554339853307904
1027699599442685952,57,1027830217933565953,"@Cole_Kanyeki @premierleague Oh yeahs &amp; tonight lets lit up the Theatre of dreams!
#GGMU",3056189358
1027699599442685952,58,1027777000709255170,@premierleague Join my league. The code is  249550-713439,935916369576628224
1027699599442685952,59,1027780047632035840,@premierleague Waited for this day. Looking forward to a fascinating 2018/2019 premier league #TeamArsenal,1328708006
1027699599442685952,61,1027792581860761601,@premierleague @DMutangana are you seeing exactly what am seeing?😂😂,279046440
1027699599442685952,63,1027816536159924224,@premierleague @SasukesCousin Finally !,3292604971
1027699599442685952,64,1027824516993572864,@premierleague Let the fight begin 💪🏻💪🏻,1025861907637592065
1027699599442685952,65,1027842828871712768,@premierleague Dead season for @ManUtd,2644139602
1027699599442685952,66,1027855803385036800,@premierleague Liverpool will win this year premiere league,972315532472012801
1027699599442685952,67,1027780725989433349,@premierleague Yes finally,1027550345726189568
1027699599442685952,68,1027787259033137153,@premierleague Let's go. 👏👏,1257767707
1027699599442685952,69,1027792235251814401,@premierleague @JPortales31 Just hope they stop parking the bus,752556183035211776
1027699599442685952,70,1027794627234025472,@premierleague its been along day without you EPL. #PLkickoff,1676566670
1027699599442685952,72,1027799136047902721,@premierleague I can do this 🤞,1024530423735627776
1027699599442685952,73,1027801861250850817,@premierleague Finally🙆the wait was killing me,1027266844833587200
1027699599442685952,74,1027802782676471808,@premierleague PRAT BETTER DANCER THAN U R AT FUTTY NEED 2 THINK MORE ABOUT UR FOOTBALL U  PLANK.🤣🤣🤣🤣.,1108895509
1027699599442685952,75,1027805734686339073,"@premierleague Finally we are back, can't wait to watch the boys play @premierleague @LFC",1022517640382820358
1027699599442685952,76,1027818087595356160,@premierleague @MattyMorgan123 We need a root &amp; branch change at Manchester United! #GlazersOUT #Mufc @ManUtd https://t.co/3AqtZE7jVK,935614508923604994
1027699599442685952,77,1027818650932338688,@premierleague at last no boring weekends,2268886996
1027699599442685952,78,1027819830114746368,@premierleague DOES #PLkickoff mean Jose Mourinho???,33177712
1027699599442685952,79,1027868069673271297,@premierleague Finally 😃,1024635133398339587
